keyword,category_name,country,trends_mean,trends_slope,yt_total_views,yt_engagement,ali_avg_sale_price,cluster,success_proba,rf_prob,xgb_prob_high,forecast_mean,trend_quality,consistency_score,social_velocity,POS,tier
rizador de cabello,Beauty & Health,MX,5.935484,0.067742,528982.0,0.033247,23.305,Estable,0.012769,0.0,0.004388,12.032258,0.021306,0.0,399.704545,0.183133,LOW
depilador facial,Beauty & Health,MX,3.225806,0.362903,125639.0,0.026958,64.014,Estable,0.043931,0.01,0.004388,35.887097,0.061742,0.0,307.909091,0.194506,LOW
espejo de maquillaje,Beauty & Health,MX,34.709677,3.368952,102920.0,0.020462,22.926,Viral/Premium,0.995917,0.269376,0.023488,100.0,2.834551,0.0,50.142857,0.645578,MEDIUM
cojin lumbar,Beauty & Health,MX,29.193548,2.580645,493.0,0.133874,76.909,Estable,0.981121,0.01,0.012276,100.0,1.907393,0.0,9.428571,0.61314,MEDIUM
faja lumbar soporte,Underwear,MX,7.604396,0.397229,8565.0,0.015178,58.991,Muerto,0.023427,0.189519,0.004416,43.354993,0.116111,0.0,11.818182,0.180675,LOW
soporte para laptop,Computer & Office,MX,37.387097,3.654839,6759.0,0.014203,117.328,Viral/Premium,0.987106,0.94724,0.945254,100.0,3.291061,0.0,8.727273,0.65363,HIGH
soporte para monitor,"Automobiles, Parts & Accessories",MX,14.032258,0.982258,100318.0,0.083435,46.887,Estable,0.080515,0.02,0.005243,100.0,0.666944,0.0,643.846154,0.233894,LOW
auriculares bluetooth,Consumer Electronics,MX,25.354839,1.56371,7756.0,0.022692,120.933,Muerto,0.201361,0.226742,0.013413,100.0,1.386447,0.0,12.571429,0.286877,LOW
altavoz bluetooth,Consumer Electronics,MX,17.290323,0.928629,6681.0,0.034725,141.186,Muerto,0.039556,0.057986,0.00533,100.0,0.650874,0.0,33.142857,0.202371,LOW
reloj digital,Tools,MX,71.322581,0.957661,6397.0,0.015007,22.136,Muerto,0.039629,0.141429,0.014589,100.0,2.550363,0.0,10.666667,0.25418,LOW
bascula digital,Home & Garden,MX,67.451613,0.687903,13856.0,0.007722,49.826,Muerto,0.078053,0.138784,0.018175,100.0,1.430304,0.0,4.115385,0.238545,LOW
linterna recargable,Consumer Electronics,MX,34.032258,3.359677,4059.0,0.03252,34.526,Viral/Premium,0.976665,0.923229,0.026331,100.0,2.955256,0.0,9.428571,0.64022,MEDIUM
sensor de movimiento,Lights & Lighting,MX,59.064516,1.438306,81763.0,0.018798,46.369,Viral/Premium,0.410519,0.780989,0.013017,100.0,2.668811,0.0,66.826087,0.40719,MEDIUM
cargador inalambrico,Phones & Telecommunications Accessories,MX,53.0,0.058468,270551.0,0.026383,78.754444,Estable,0.021774,0.03,0.004423,58.262097,0.12445,0.0,1019.714286,0.204491,LOW
corrector juanetes,Beauty & Health,MX,1.505495,-0.047731,1519.0,0.005267,12.074444,Muerto,0.008298,0.005,0.004388,0.0,-0.006235,2.7e-05,4.0,0.174294,LOW
separador dedos pie,Beauty & Health,MX,2.384615,0.074152,91800.0,0.008442,8.839,Muerto,0.01339,0.005,0.004388,9.05829,0.011819,1e-06,129.166667,0.176713,LOW
lapiz digital,Tools,MX,27.129032,2.58871,8383.0,0.08565,57.089,Estable,0.829167,0.17987,0.012506,100.0,1.889559,0.0,102.571429,0.554091,MEDIUM
oximetro pulso digital,Beauty & Health,MX,1.098901,-0.071667,5.0,0.0,130.03,Barato masivo,0.010502,0.0,0.004387,0.0,-0.006859,2.8e-05,0.0,0.1752,LOW
soporte para bicicleta,Sports & Entertainment,MX,34.774194,3.493548,8852.0,0.026887,50.454,Viral/Premium,0.99393,0.934172,0.936192,100.0,3.122624,0.0,21.636364,0.652032,HIGH
bolsa termica,Consumer Electronics,MX,39.935484,4.003629,33591.0,0.023727,39.835,Viral/Premium,0.997377,0.906358,0.945254,100.0,3.676476,0.0,132.833333,0.671341,HIGH
mini ventilador,Home Appliances,MX,27.774194,2.423387,1181.0,0.004234,59.15,Viral/Premium,0.948453,0.810172,0.012171,100.0,2.085385,0.0,2.5,0.604805,MEDIUM
cargador solar,Lights & Lighting,MX,11.419355,0.6625,6909.0,0.048632,51.052,Estable,0.025887,0.01,0.004413,71.044355,0.385973,0.0,56.0,0.190156,LOW
vinilos decorativos pared,Home & Garden,MX,2.10989,-0.068673,23412.0,0.023151,19.909,Muerto,0.006192,0.029122,0.004388,0.0,-0.009554,1e-06,36.133333,0.170987,LOW
reloj pared moderno,Lights & Lighting,MX,1.098901,0.065297,214.0,0.018692,127.387,Muerto,0.003071,0.0,0.004388,6.975633,0.006249,2.8e-05,0.8,0.172607,LOW
reloj inteligente,Tools,MX,77.935484,-0.170161,104548.0,0.001167,19.677,Muerto,0.0024,0.015,0.00442,62.620968,-1.012382,6e-06,17.428571,0.141982,LOW
termo acero inoxidable,Home & Garden,MX,36.0,3.853629,149314.0,0.00521,76.816667,Barato masivo,0.998702,0.819123,0.945254,100.0,3.458819,0.0,18.52381,0.663126,HIGH
botella deportiva,Sports & Entertainment,MX,10.193548,1.107258,30273.0,0.01067,39.577778,Muerto,0.167525,0.064669,0.005221,100.0,0.398228,0.0,64.6,0.247371,LOW
licuadora portatil,Home & Garden,MX,38.903226,3.941532,2343.0,0.028596,29.006,Viral/Premium,0.997924,0.894857,0.945254,100.0,3.613113,0.0,1.717949,0.666661,HIGH
batidora de mano,Home & Garden,MX,34.483871,3.452823,1841.0,0.024443,15.536,Viral/Premium,0.991238,0.849658,0.936989,100.0,3.131562,0.0,1.323529,0.650712,HIGH
sarten antiadherente,Home & Garden,MX,34.548387,3.35,890611.0,0.013326,38.376,Viral/Premium,0.993169,0.923683,0.914727,100.0,3.021469,0.0,439.555556,0.658995,HIGH
olla a presion,Home & Garden,MX,35.387097,3.292339,90676.0,0.024836,195.529,Viral/Premium,0.989566,0.213026,0.013684,100.0,2.785976,0.0,52.372093,0.641752,MEDIUM
juego de cuchillos,Tools,MX,37.032258,3.593952,1847.0,0.003249,23.889,Viral/Premium,0.99275,0.368399,0.937563,100.0,3.076347,0.0,3.0,0.649836,HIGH
dispensador de jabon,Home & Garden,MX,26.903226,2.317742,35931.0,0.002867,58.748,Viral/Premium,0.865467,0.212136,0.012169,100.0,2.118209,0.0,25.75,0.573065,MEDIUM
organizador de escritorio,Home & Garden,MX,18.16129,1.284677,24557.0,0.016289,21.217,Muerto,0.169981,0.161643,0.005503,100.0,0.992804,0.0,18.181818,0.263614,LOW
lampara de mesa,Lights & Lighting,MX,22.516129,1.88629,102932.0,0.016215,325.973,Viral/Premium,0.488483,0.187392,0.014152,100.0,1.62252,0.0,64.192308,0.409502,MEDIUM
lampara led,Lights & Lighting,MX,74.387097,-0.385081,202151.0,0.033871,36.426,Estable,0.00338,0.005,0.004423,39.729839,-1.921086,1e-06,760.777778,0.134668,LOW
foco inteligente,Lights & Lighting,MX,19.806452,1.394758,5219.0,0.013221,50.67,Muerto,0.177078,0.702215,0.006251,100.0,1.147355,0.0,4.3125,0.270376,LOW
enchufe inteligente,Phones & Telecommunications Accessories,MX,31.225806,3.09879,183464.0,0.015284,16.347,Viral/Premium,0.983238,0.879083,0.012676,100.0,2.600291,0.0,116.833333,0.635656,MEDIUM
tripode para camara,Consumer Electronics,MX,7.354839,0.424194,1497.0,0.039412,133.733333,Muerto,0.012017,0.01,0.004388,45.532258,0.127417,0.0,7.375,0.176314,LOW
estabilizador movil,Consumer Electronics,MX,3.225806,0.403226,21169.0,0.012282,86.244,Muerto,0.006356,0.0,0.004388,39.516129,0.068602,0.0,15.294118,0.172621,LOW
soporte para celular,Computer & Office,MX,48.83871,0.640726,48379.0,0.02222,48.575,Muerto,0.013773,0.207535,0.004562,100.0,0.969575,0.0,48.863636,0.201212,LOW
cable hdmi,Consumer Electronics,MX,72.032258,-0.51371,67644.0,0.055836,24.034,Estable,0.001004,0.005,0.004423,25.798387,-3.004731,1.2e-05,944.25,0.109639,LOW
adaptador usb c,Phones & Telecommunications Accessories,MX,62.258065,-0.137097,16759.0,0.024285,7.359,Muerto,0.010146,0.037338,0.004423,49.919355,-0.353366,0.0,135.666667,0.165409,LOW
memoria micro sd,Computer & Office,MX,47.677419,1.254435,3662.0,0.031404,28.48,Muerto,0.107903,0.779282,0.014034,100.0,1.767097,0.0,12.777778,0.259973,LOW
disco duro externo,Computer & Office,MX,70.870968,-0.179032,10772.0,0.024229,193.538,Muerto,0.00086,0.01,0.004423,54.758065,-0.903369,2e-06,9.0,0.143756,LOW
ssd portatil,Computer & Office,MX,26.83871,3.072984,2388.0,0.034757,28.012222,Viral/Premium,0.913136,0.843801,0.012443,100.0,2.150697,0.0,27.666667,0.593079,MEDIUM
router wifi,Computer & Office,MX,57.612903,-1.004435,1881.0,0.034556,41.712,Muerto,0.000151,0.009822,0.004422,0.0,-3.151173,0.0,9.285714,0.081309,LOW
repetidor wifi,Computer & Office,MX,68.967742,-0.744355,37841.0,0.07661,53.705,Estable,0.000272,0.0,0.004422,1.975806,-3.401186,1e-06,414.142857,0.084298,LOW
teclado inalambrico,Computer & Office,MX,39.935484,0.447984,8077.0,0.017581,212.013,Muerto,0.0094,0.726574,0.005059,80.254032,0.667672,0.0,10.923077,0.190233,LOW
mouse ergonomico,Computer & Office,MX,19.774194,1.646774,5353.0,0.020362,52.587,Muerto,0.126224,0.13248,0.018508,100.0,1.336034,0.0,21.8,0.255647,LOW
alfombrilla mouse,Computer & Office,MX,10.741935,0.677823,2313.0,0.013835,97.304,Muerto,0.011852,0.065863,0.004426,71.745968,0.269787,0.0,6.4,0.180146,LOW
silla ergonomica,Furniture,MX,33.806452,2.981855,41146.0,0.033782,2813.385,Barato masivo,0.996442,0.882902,0.013434,100.0,2.848013,0.0,44.83871,0.646031,MEDIUM
mesa plegable,Furniture,MX,71.032258,-0.591129,96970.0,0.016015,70.055,Muerto,0.007182,0.005,0.004423,17.830645,-3.443518,1.4e-05,51.766667,0.078743,LOW
soporte laptop,Computer & Office,MX,40.129032,3.954435,15337.0,0.035405,93.573,Viral/Premium,0.991385,0.898336,0.945254,100.0,3.613373,0.0,23.608696,0.664578,HIGH
ventilador de torre,Home & Garden,MX,31.387097,2.468952,451204.0,0.00363,1023.55,Barato masivo,0.95129,0.78116,0.012139,100.0,2.714915,0.0,51.1875,0.624452,MEDIUM
aire acondicionado portatil,"Automobiles, Parts & Accessories",MX,23.774194,2.168548,15181.0,0.01324,20.062,Viral/Premium,0.77007,0.745442,0.013643,100.0,1.924816,0.0,25.125,0.529554,MEDIUM
calefactor electrico,Consumer Electronics,MX,28.193548,2.707661,3414255.0,0.026292,77.889,Viral/Premium,0.982604,0.806841,0.012508,100.0,1.881938,0.0,5280.470588,0.739844,HIGH
humidificador,Home Appliances,MX,58.225806,-0.200403,,0.0,59.223,Muerto,0.00826,0.02,0.004423,40.189516,-0.566284,0.0,0.0,0.155526,LOW
deshumidificador,Home & Garden,MX,29.612903,2.547984,,0.0,452.241,Barato masivo,0.957839,0.874215,0.012139,100.0,2.407742,0.0,0.0,0.61738,MEDIUM
difusor de aromas,Home Appliances,MX,35.290323,3.412903,,0.0,121.821,Viral/Premium,0.996792,0.907881,0.936843,100.0,3.075965,0.0,0.0,0.651371,HIGH
colchon inflable,Sports & Entertainment,MX,46.806452,-1.407661,,0.0,54.839,Muerto,0.000259,0.018507,0.004422,0.0,-2.881546,0.0,0.0,0.088552,LOW
saco de dormir,Mother & Kids,MX,35.419355,3.582661,,0.0,217.214,Viral/Premium,0.999629,0.9378,0.94446,100.0,3.177296,0.0,0.0,0.655297,HIGH
tienda de campaña,Home & Garden,MX,19.483871,0.103226,,0.0,57.297,Muerto,0.017738,0.078269,0.004392,28.774194,0.080108,0.0,0.0,0.177123,LOW
linterna frontal,Lights & Lighting,MX,8.774194,1.145968,,0.0,62.355556,Muerto,0.139234,0.14,0.006207,100.0,0.354697,0.0,0.0,0.233298,LOW
navaja multiusos,Tools,MX,32.258065,3.21129,,0.0,22.634,Viral/Premium,0.965139,0.613053,0.012547,100.0,2.693436,0.0,0.0,0.62817,MEDIUM
kit primeros auxilios,Security & Protection,MX,30.548387,2.927419,,0.0,13.013,Viral/Premium,0.919278,0.603053,0.012318,100.0,2.418313,0.0,0.0,0.602242,MEDIUM
mochila escolar,Luggage & Bags,MX,38.225806,3.852823,,0.0,103.934,Viral/Premium,0.998869,0.653175,0.945132,100.0,3.50073,0.0,0.0,0.663902,HIGH
bolsa de gimnasio,Home & Garden,MX,9.096774,1.395161,,0.0,28.138,Muerto,0.315649,0.2,0.006293,100.0,0.432565,0.0,0.0,0.306028,MEDIUM
maleta de viaje,Luggage & Bags,MX,47.322581,-0.816532,,0.0,19.81,Muerto,0.001062,0.035,0.004422,0.0,-2.033629,0.0,0.0,0.112231,LOW
candado seguridad,Home Improvement,MX,27.774194,2.41371,,0.0,129.26,Barato masivo,0.969324,0.729855,0.012171,100.0,2.215219,0.0,0.0,0.616672,MEDIUM
balanza digital,Tools,MX,30.064516,2.765726,,0.0,47.387,Viral/Premium,0.910545,0.687881,0.012318,100.0,2.112808,0.0,0.0,0.590333,MEDIUM
bascula cocina,Home & Garden,MX,39.741935,4.02621,,0.0,49.238,Viral/Premium,0.999158,0.597844,0.945132,100.0,3.683013,0.0,0.0,0.669038,HIGH
oximetro,Beauty & Health,MX,67.806452,-0.410887,,0.0,45.188889,Muerto,0.008646,0.03,0.004423,30.826613,-2.557404,5e-05,0.0,0.106904,LOW
masajeador electrico,Industrial & Business,MX,37.032258,3.628226,31290.0,0.008118,663.756667,Barato masivo,0.999793,0.86288,0.945254,100.0,3.264493,0.0,11.545455,0.658042,HIGH
rodillo masaje,Beauty & Health,MX,35.516129,3.525403,,0.0,22.473,Viral/Premium,0.998421,0.733053,0.935394,100.0,3.10577,0.0,0.0,0.652844,HIGH
mancuernas,Sports & Entertainment,MX,70.806452,-0.183065,,0.0,16.988,Muerto,0.006514,0.065,0.004423,54.330645,-0.735478,0.0,0.0,0.150174,LOW
kettlebell,Jewelry & Accessories,MX,31.870968,0.618548,,0.0,21.447,Muerto,0.046856,0.310833,0.004676,87.540323,0.62333,0.0,0.0,0.203736,LOW
bloques yoga,Sports & Entertainment,MX,27.483871,2.633871,,0.0,91.794,Barato masivo,0.980145,0.747646,0.012734,100.0,1.810968,0.0,0.0,0.609867,MEDIUM
rueda abdominal,Beauty & Health,MX,35.16129,3.434274,,0.0,71.27,Viral/Premium,0.997987,0.728053,0.936044,100.0,3.049285,0.0,0.0,0.651114,HIGH
cuerda para saltar,Sports & Entertainment,MX,33.774194,1.458468,,0.0,83.104286,Muerto,0.548059,0.697703,0.012745,100.0,1.53826,0.0,0.0,0.429473,MEDIUM
casco bicicleta,Motorcycle Equipments & Parts,MX,39.290323,3.833871,,0.0,103.268,Viral/Premium,0.999798,0.647844,0.945132,100.0,3.501618,0.0,0.0,0.664298,HIGH
luces bicicleta,Sports & Entertainment,MX,9.83871,0.583065,,0.0,56.248,Muerto,0.023538,0.045,0.004392,62.314516,0.299511,0.0,0.0,0.185488,LOW
bomba de aire,Home & Garden,MX,67.806452,-0.623387,,0.0,36.664,Muerto,0.002866,0.045,0.004423,11.701613,-2.957959,2e-06,0.0,0.087693,LOW
patines en linea,Shoes,MX,33.419355,3.538306,,0.0,81.456,Viral/Premium,0.998703,0.738224,0.03497,100.0,2.956275,0.0,0.0,0.648839,HIGH
skateboard,Home Improvement,MX,32.032258,0.30121,,0.0,18.115556,Muerto,0.043527,0.305937,0.00443,59.141129,0.301013,0.0,0.0,0.193526,LOW
balon futbol,Sports & Entertainment,MX,65.193548,1.37379,,0.0,28.709,Muerto,0.225182,0.338269,0.857048,100.0,4.796644,0.0,0.0,0.39004,MEDIUM
balon baloncesto,Sports & Entertainment,MX,28.387097,2.682661,,0.0,19.968,Viral/Premium,0.948904,0.613213,0.012239,100.0,2.077905,0.0,0.0,0.60472,MEDIUM
balon voleibol,Sports & Entertainment,MX,21.225806,1.478226,,0.0,30.522,Muerto,0.268035,0.297665,0.00713,100.0,1.252371,0.0,0.0,0.309558,MEDIUM
raqueta tenis,Sports & Entertainment,MX,31.741935,2.667339,,0.0,40.422,Viral/Premium,0.949146,0.603053,0.012239,100.0,2.320453,0.0,0.0,0.611497,MEDIUM
mesa ping pong,Sports & Entertainment,MX,37.483871,3.947581,,0.0,90.91,Viral/Premium,0.998727,0.518943,0.940712,100.0,3.411039,0.0,0.0,0.661374,HIGH
dardos,Toys & Hobbies,MX,63.419355,1.085887,,0.0,15.851,Muerto,0.074867,0.286353,0.014376,100.0,2.421306,0.0,0.0,0.264467,LOW
juego cartas,Sports & Entertainment,MX,61.032258,-0.640726,,0.0,27.422222,Muerto,0.002609,0.025,0.004423,3.366935,-2.141366,0.0,0.0,0.109884,LOW
rompecabezas,Toys & Hobbies,MX,82.774194,0.504839,,0.0,17.693,Muerto,0.008998,0.195,0.873901,100.0,3.182169,5e-06,0.0,0.259717,LOW
figuras coleccionables,Toys & Hobbies,MX,33.774194,3.51129,,0.0,84.791111,Viral/Premium,0.979169,0.873053,0.037668,100.0,2.95829,0.0,0.0,0.641078,MEDIUM
set de pintura,Office & School Supplies,MX,27.967742,2.842742,,0.0,17.528,Viral/Premium,0.909037,0.553384,0.012318,100.0,2.056833,0.0,0.0,0.588188,MEDIUM
acuarelas,Office & School Supplies,MX,62.096774,0.928629,,0.0,16.165,Muerto,0.030758,0.296353,0.014421,100.0,2.283705,0.0,0.0,0.243029,LOW
lapices de colores,Beauty & Health,MX,31.677419,3.358871,,0.0,13.105,Viral/Premium,0.996765,0.628053,0.022187,100.0,2.840483,0.0,0.0,0.644874,MEDIUM
cuaderno notas,Office & School Supplies,MX,6.032258,-0.061694,,0.0,16.875,Muerto,0.001455,0.015,0.004392,0.479839,-0.019778,0.0,0.0,0.167858,LOW
agenda,Office & School Supplies,MX,74.193548,0.248387,,0.0,36.019,Muerto,0.00672,0.125,0.004947,96.548387,1.21678,1e-06,0.0,0.204109,LOW
marcadores permanentes,Office & School Supplies,MX,26.83871,3.000403,,0.0,14.644,Viral/Premium,0.934109,0.573417,0.012318,100.0,2.09029,0.0,0.0,0.599141,MEDIUM
pizarra blanca,Office & School Supplies,MX,17.935484,1.357258,,0.0,19.226,Muerto,0.172533,0.304376,0.005362,100.0,0.68384,0.0,0.0,0.255687,LOW
reloj de pared,Tools,MX,37.709677,1.547984,,0.0,25.711,Muerto,0.267212,0.574844,0.012781,100.0,1.792075,0.0,0.0,0.324095,MEDIUM
cuadro decorativo,Home & Garden,MX,15.83871,1.271774,,0.0,36.871667,Muerto,0.243854,0.169122,0.005332,100.0,0.909709,0.0,0.0,0.290445,MEDIUM
espejo decorativo,Home & Garden,MX,30.774194,2.927016,,0.0,159.365,Viral/Premium,0.987293,0.922315,0.012315,100.0,2.314413,0.0,0.0,0.626594,MEDIUM
velas aromaticas,Home & Garden,MX,42.0,0.595161,,0.0,100.204,Muerto,0.078281,0.407538,0.004504,95.564516,0.771238,0.0,0.0,0.220383,LOW
portavelas,Home & Garden,MX,33.806452,3.466129,,0.0,26.768,Viral/Premium,0.995317,0.713053,0.033549,100.0,2.943091,0.0,0.0,0.647121,MEDIUM
plantas artificiales,Home & Garden,MX,21.322581,0.800806,,0.0,14.147,Muerto,0.093858,0.270936,0.004625,93.395161,0.657944,0.0,0.0,0.223495,LOW
maceta ceramica,Home & Garden,MX,33.258065,3.61129,,0.0,245.545,Barato masivo,0.998475,0.918053,0.934684,100.0,3.033236,0.0,0.0,0.650867,HIGH
regadera jardin,Lights & Lighting,MX,25.16129,2.89879,,0.0,25.281,Viral/Premium,0.953702,0.543588,0.012802,100.0,2.12827,0.0,0.0,0.608026,MEDIUM
herramientas jardin,Home & Garden,MX,6.16129,0.744355,,0.0,100.446,Muerto,0.063506,0.075,0.004588,73.153226,0.18435,0.0,0.0,0.198306,LOW
tijeras podar,Tools,MX,37.903226,3.980242,,0.0,552.929,Barato masivo,0.998739,0.832673,0.937783,100.0,3.419322,0.0,0.0,0.661608,HIGH
manguera jardin,Lights & Lighting,MX,15.903226,0.859677,,0.0,21.209,Muerto,0.049976,0.122629,0.004756,93.274194,0.616506,0.0,0.0,0.204796,LOW
aspersor agua,Home & Garden,MX,30.83871,3.447581,,0.0,126.56,Barato masivo,0.997537,0.917881,0.032294,100.0,2.860906,0.0,0.0,0.645745,MEDIUM
parrilla carbon,"Automobiles, Parts & Accessories",MX,9.451613,0.299194,,0.0,25.897,Muerto,0.016549,0.07,0.004392,36.379032,0.146792,0.0,0.0,0.178485,LOW
nevera portatil,Home & Garden,MX,6.322581,0.6,,0.0,49.697,Muerto,0.0475,0.065,0.004396,60.322581,0.148889,0.0,0.0,0.190925,LOW
utensilios cocina,Home & Garden,MX,47.483871,2.505645,,0.0,21.174,Viral/Premium,0.965899,0.57499,0.0172,100.0,2.960818,0.0,0.0,0.635838,MEDIUM
delantal cocina,Home & Garden,MX,18.096774,1.975403,,0.0,19.381,Viral/Premium,0.742031,0.284548,0.006755,100.0,1.078147,0.0,0.0,0.49441,MEDIUM
reloj despertador,Home & Garden,MX,16.064516,0.877419,,0.0,24.785,Muerto,0.088137,0.109122,0.004818,95.032258,0.628926,0.0,0.0,0.220407,LOW
lampara nocturna,Lights & Lighting,MX,3.225806,-0.040323,,0.0,88.867,Muerto,0.004161,0.0,0.004388,0.0,-0.00686,0.0,0.0,0.169297,LOW
cortinas tela,Home & Garden,MX,15.258065,0.905242,,0.0,11.339,Muerto,0.091954,0.125,0.004677,96.729839,0.609517,0.0,0.0,0.221399,LOW
alfombra sala,Home & Garden,MX,33.548387,3.519355,,0.0,93.589,Barato masivo,0.998018,0.908053,0.042164,100.0,2.963913,0.0,0.0,0.648775,MEDIUM
cojines decorativos,Home & Garden,MX,28.935484,3.043548,,0.0,96.723,Viral/Premium,0.983199,0.827646,0.012404,100.0,2.509662,0.0,0.0,0.630334,MEDIUM
fundas cojin,Home & Garden,MX,11.612903,0.863306,,0.0,33.009,Muerto,0.119741,0.138097,0.005162,89.310484,0.341655,0.0,0.0,0.225139,LOW
ropa de cama,Home & Garden,MX,26.225806,2.312903,,0.0,78.228571,Viral/Premium,0.890342,0.530026,0.012169,100.0,2.020477,0.0,0.0,0.579706,MEDIUM
edredon,Home & Garden,MX,66.645161,-0.632661,,0.0,40.292,Muerto,0.001943,0.045,0.004423,9.705645,-3.285397,7e-06,0.0,0.078974,LOW
mantas,Home & Garden,MX,35.870968,2.564113,,0.0,43.461,Viral/Premium,0.948032,0.768742,0.012207,100.0,2.604412,0.0,0.0,0.618873,MEDIUM
organizadores ropa,Furniture,MX,4.483871,-0.28629,,0.0,2846.011,Barato masivo,0.028679,0.005,0.004387,0.0,-0.067962,0.0,0.0,0.177423,LOW
zapatero,Shoes,MX,68.967742,-0.672581,,0.0,14.776,Muerto,0.006215,0.015,0.004423,8.435484,-3.11552,1e-06,0.0,0.084602,LOW
caja organizadora,Home & Garden,MX,24.193548,1.774597,,0.0,43.476,Viral/Premium,0.541623,0.396153,0.014331,100.0,1.582762,0.0,0.0,0.428124,MEDIUM
estanteria metalica,Home & Garden,MX,4.322581,-0.299597,,0.0,24.784,Muerto,0.003343,0.01,0.004388,0.0,-0.068559,0.0,0.0,0.16727,LOW
carrito organizador,Home & Garden,MX,13.193548,0.432661,,0.0,41.834,Muerto,0.011381,0.129122,0.004387,52.133065,0.275854,0.0,0.0,0.179971,LOW
dispensador agua,Home & Garden,MX,80.709677,0.211694,,0.0,736.572,Barato masivo,0.041787,0.055,0.020166,99.762097,1.471394,2.5e-05,0.0,0.228027,LOW
purificador aire,Home Appliances,MX,47.612903,2.069758,,0.0,1338.385,Barato masivo,0.976067,0.678219,0.012452,100.0,2.412745,0.0,0.0,0.624811,MEDIUM
cafetera italiana,Home & Garden,MX,40.419355,4.16371,,0.0,110.02,Viral/Premium,0.999548,0.642844,0.940712,100.0,3.609863,0.0,0.0,0.667179,HIGH
tetera acero,Home & Garden,MX,12.903226,1.3125,,0.0,25.7975,Muerto,0.328265,0.257993,0.005219,100.0,0.536619,0.0,0.0,0.313942,MEDIUM
molinillo cafe,Home & Garden,MX,18.645161,1.831855,,0.0,63.594,Viral/Premium,0.736074,0.288555,0.00664,100.0,0.933677,0.0,0.0,0.488047,MEDIUM
espumador leche,Home Appliances,MX,37.741935,3.83629,,0.0,839.604,Barato masivo,0.999726,0.832673,0.937783,100.0,3.257434,0.0,0.0,0.657543,HIGH
vajilla porcelana,Home & Garden,MX,29.516129,3.249194,,0.0,22.017,Viral/Premium,0.988231,0.692315,0.012547,100.0,2.708069,0.0,0.0,0.637812,MEDIUM
vasos vidrio,Home & Garden,MX,75.290323,0.240726,,0.0,30.514,Muerto,0.031233,0.179867,0.004451,96.955645,0.655762,0.0,0.0,0.198378,LOW
copas vino,Home & Garden,MX,35.870968,3.817339,,0.0,598.113,Barato masivo,0.999348,0.8928,0.940712,100.0,3.292253,0.0,0.0,0.658351,HIGH
cubiertos acero,Home & Garden,MX,29.83871,3.097177,,0.0,25.804,Viral/Premium,0.98666,0.683053,0.012401,100.0,2.418382,0.0,0.0,0.629204,MEDIUM
abridor botellas,Home & Garden,MX,3.225806,0.080645,,0.0,12.925,Muerto,0.007974,0.02,0.004388,10.483871,0.01372,0.0,0.0,0.171389,LOW
sacacorchos,Home & Garden,MX,30.032258,3.111694,,0.0,16.345,Viral/Premium,0.985312,0.652881,0.012477,100.0,2.543952,0.0,0.0,0.632123,MEDIUM
